profile_key,renewable_level,fossil_level,low_carbon_level,start_date,end_date,is_current
9843,LOW,HIGH,LOW,2026-06-02,,true
9844,LOW,HIGH,LOW,2026-06-02,,true
9853,LOW,HIGH,LOW,2026-06-02,,true
9855,LOW,LOW,LOW,2026-06-02,,true
9860,LOW,LOW,LOW,2026-06-02,,true
9870,LOW,LOW,LOW,2026-06-02,,true
9872,LOW,LOW,LOW,2026-06-02,,true
9880,LOW,LOW,LOW,2026-06-02,,true
9882,LOW,LOW,LOW,2026-06-02,,true
9883,LOW,LOW,LOW,2026-06-02,,true
9884,LOW,LOW,LOW,2026-06-02,,true
9886,LOW,LOW,LOW,2026-06-02,,true
9890,LOW,LOW,LOW,2026-06-02,,true
9893,LOW,LOW,LOW,2026-06-02,,true
9898,LOW,LOW,LOW,2026-06-02,,true
9905,LOW,LOW,LOW,2026-06-02,,true
9906,LOW,LOW,LOW,2026-06-02,,true
9907,LOW,LOW,LOW,2026-06-02,,true
9909,LOW,LOW,LOW,2026-06-02,,true
9911,LOW,LOW,LOW,2026-06-02,,true
9912,LOW,LOW,LOW,2026-06-02,,true
9918,LOW,LOW,LOW,2026-06-02,,true
9922,LOW,LOW,LOW,2026-06-02,,true
9937,LOW,LOW,LOW,2026-06-02,,true
9939,LOW,LOW,LOW,2026-06-02,,true
9944,LOW,LOW,LOW,2026-06-02,,true
9950,LOW,LOW,LOW,2026-06-02,,true
9955,LOW,LOW,LOW,2026-06-02,,true
9958,LOW,LOW,LOW,2026-06-02,,true
9968,LOW,LOW,LOW,2026-06-02,,true
9971,LOW,LOW,LOW,2026-06-02,,true
9978,LOW,LOW,LOW,2026-06-02,,true
9979,LOW,LOW,LOW,2026-06-02,,true
9980,LOW,LOW,LOW,2026-06-02,,true
9985,LOW,LOW,LOW,2026-06-02,,true
9986,LOW,LOW,LOW,2026-06-02,,true
9990,LOW,LOW,LOW,2026-06-02,,true
9992,LOW,LOW,LOW,2026-06-02,,true
10000,LOW,LOW,LOW,2026-06-02,,true
10001,LOW,LOW,LOW,2026-06-02,,true
10002,LOW,LOW,LOW,2026-06-02,,true
10005,LOW,LOW,LOW,2026-06-02,,true
10010,LOW,LOW,LOW,2026-06-02,,true
10016,LOW,LOW,LOW,2026-06-02,,true
10019,LOW,LOW,LOW,2026-06-02,,true
10020,LOW,LOW,LOW,2026-06-02,,true
10022,LOW,LOW,LOW,2026-06-02,,true
10025,LOW,LOW,LOW,2026-06-02,,true
10028,LOW,LOW,LOW,2026-06-02,,true
10029,LOW,LOW,LOW,2026-06-02,,true
10032,LOW,LOW,LOW,2026-06-02,,true
10041,LOW,LOW,LOW,2026-06-02,,true
10043,LOW,LOW,LOW,2026-06-02,,true
10044,LOW,LOW,LOW,2026-06-02,,true
10045,LOW,LOW,LOW,2026-06-02,,true
10047,LOW,LOW,LOW,2026-06-02,,true
10049,LOW,LOW,LOW,2026-06-02,,true
10054,LOW,LOW,LOW,2026-06-02,,true
10056,LOW,LOW,LOW,2026-06-02,,true
10065,LOW,LOW,LOW,2026-06-02,,true
10066,LOW,LOW,LOW,2026-06-02,,true
10085,LOW,LOW,LOW,2026-06-02,,true
10086,LOW,LOW,LOW,2026-06-02,,true
10087,LOW,LOW,LOW,2026-06-02,,true
10089,LOW,LOW,LOW,2026-06-02,,true
10095,LOW,LOW,LOW,2026-06-02,,true
10096,LOW,LOW,LOW,2026-06-02,,true
10099,LOW,LOW,LOW,2026-06-02,,true
10102,LOW,LOW,LOW,2026-06-02,,true
10105,LOW,LOW,LOW,2026-06-02,,true
10106,LOW,LOW,LOW,2026-06-02,,true
10107,LOW,LOW,LOW,2026-06-02,,true
10131,LOW,LOW,LOW,2026-06-02,,true
10138,LOW,LOW,LOW,2026-06-02,,true
10139,LOW,LOW,LOW,2026-06-02,,true
10143,LOW,LOW,LOW,2026-06-02,,true
10144,LOW,LOW,LOW,2026-06-02,,true
10147,LOW,LOW,LOW,2026-06-02,,true
10148,LOW,LOW,LOW,2026-06-02,,true
10162,LOW,LOW,LOW,2026-06-02,,true
10171,LOW,LOW,LOW,2026-06-02,,true
10175,LOW,LOW,LOW,2026-06-02,,true
10177,LOW,LOW,LOW,2026-06-02,,true
10178,LOW,LOW,LOW,2026-06-02,,true
10179,LOW,LOW,LOW,2026-06-02,,true
10181,LOW,LOW,LOW,2026-06-02,,true
10186,LOW,LOW,LOW,2026-06-02,,true
10188,LOW,LOW,LOW,2026-06-02,,true
10192,LOW,HIGH,LOW,2026-06-02,,true
10199,LOW,HIGH,LOW,2026-06-02,,true
10203,LOW,HIGH,LOW,2026-06-02,,true
10208,LOW,HIGH,LOW,2026-06-02,,true
10215,LOW,HIGH,LOW,2026-06-02,,true
10219,LOW,HIGH,LOW,2026-06-02,,true
10220,LOW,HIGH,LOW,2026-06-02,,true
10224,LOW,HIGH,LOW,2026-06-02,,true
10234,LOW,HIGH,LOW,2026-06-02,,true
10239,LOW,HIGH,LOW,2026-06-02,,true
10244,LOW,HIGH,LOW,2026-06-02,,true
10250,LOW,LOW,LOW,2026-06-02,,true
10251,LOW,LOW,LOW,2026-06-02,,true
10258,LOW,LOW,LOW,2026-06-02,,true
10260,LOW,LOW,LOW,2026-06-02,,true
10262,LOW,LOW,LOW,2026-06-02,,true
10273,LOW,LOW,LOW,2026-06-02,,true
10276,LOW,LOW,LOW,2026-06-02,,true
10283,LOW,LOW,LOW,2026-06-02,,true
10287,LOW,LOW,LOW,2026-06-02,,true
10288,LOW,LOW,LOW,2026-06-02,,true
10289,LOW,LOW,LOW,2026-06-02,,true
10291,LOW,LOW,LOW,2026-06-02,,true
10294,LOW,LOW,LOW,2026-06-02,,true
10296,LOW,LOW,LOW,2026-06-02,,true
10300,LOW,LOW,LOW,2026-06-02,,true
10305,LOW,LOW,LOW,2026-06-02,,true
10307,LOW,LOW,LOW,2026-06-02,,true
10311,LOW,LOW,LOW,2026-06-02,,true
10314,LOW,LOW,LOW,2026-06-02,,true
10318,LOW,LOW,LOW,2026-06-02,,true
10321,LOW,LOW,LOW,2026-06-02,,true
10322,LOW,LOW,LOW,2026-06-02,,true
10324,LOW,LOW,LOW,2026-06-02,,true
10325,LOW,LOW,LOW,2026-06-02,,true
10331,LOW,LOW,LOW,2026-06-02,,true
10337,LOW,LOW,LOW,2026-06-02,,true
10341,LOW,LOW,LOW,2026-06-02,,true
10347,LOW,LOW,LOW,2026-06-02,,true
10348,LOW,LOW,LOW,2026-06-02,,true
10350,LOW,LOW,LOW,2026-06-02,,true
10353,LOW,LOW,LOW,2026-06-02,,true
10354,LOW,LOW,LOW,2026-06-02,,true
10356,LOW,LOW,LOW,2026-06-02,,true
10371,LOW,LOW,LOW,2026-06-02,,true
10373,LOW,LOW,LOW,2026-06-02,,true
10383,LOW,LOW,LOW,2026-06-02,,true
10389,LOW,LOW,LOW,2026-06-02,,true
10391,LOW,LOW,LOW,2026-06-02,,true
10401,LOW,LOW,LOW,2026-06-02,,true
10404,LOW,LOW,LOW,2026-06-02,,true
10411,LOW,LOW,LOW,2026-06-02,,true
10413,LOW,LOW,LOW,2026-06-02,,true
10415,LOW,LOW,LOW,2026-06-02,,true
10416,LOW,LOW,LOW,2026-06-02,,true
10419,LOW,LOW,LOW,2026-06-02,,true
10432,LOW,LOW,LOW,2026-06-02,,true
10434,LOW,LOW,LOW,2026-06-02,,true
10436,LOW,LOW,LOW,2026-06-02,,true
10439,LOW,LOW,LOW,2026-06-02,,true
10441,LOW,LOW,LOW,2026-06-02,,true
10442,LOW,LOW,LOW,2026-06-02,,true
10450,LOW,LOW,LOW,2026-06-02,,true
10452,LOW,LOW,LOW,2026-06-02,,true
10453,LOW,LOW,LOW,2026-06-02,,true
10457,LOW,LOW,LOW,2026-06-02,,true
10467,LOW,LOW,LOW,2026-06-02,,true
10471,LOW,LOW,LOW,2026-06-02,,true
10478,LOW,LOW,LOW,2026-06-02,,true
10481,LOW,LOW,LOW,2026-06-02,,true
10484,LOW,LOW,LOW,2026-06-02,,true
10486,LOW,LOW,LOW,2026-06-02,,true
10494,LOW,LOW,LOW,2026-06-02,,true
10497,LOW,LOW,LOW,2026-06-02,,true
10498,LOW,LOW,LOW,2026-06-02,,true
10503,LOW,LOW,LOW,2026-06-02,,true
10511,LOW,LOW,LOW,2026-06-02,,true
10512,LOW,LOW,LOW,2026-06-02,,true
10519,LOW,LOW,LOW,2026-06-02,,true
10525,LOW,LOW,LOW,2026-06-02,,true
10526,LOW,LOW,LOW,2026-06-02,,true
10533,LOW,LOW,LOW,2026-06-02,,true
10539,LOW,LOW,LOW,2026-06-02,,true
10543,LOW,LOW,LOW,2026-06-02,,true
10552,LOW,LOW,LOW,2026-06-02,,true
10553,LOW,LOW,LOW,2026-06-02,,true
10563,LOW,LOW,LOW,2026-06-02,,true
10566,LOW,LOW,LOW,2026-06-02,,true
10569,LOW,LOW,LOW,2026-06-02,,true
10570,LOW,LOW,LOW,2026-06-02,,true
10572,LOW,LOW,LOW,2026-06-02,,true
10574,LOW,LOW,LOW,2026-06-02,,true
10575,LOW,LOW,LOW,2026-06-02,,true
10576,LOW,LOW,LOW,2026-06-02,,true
10581,LOW,LOW,LOW,2026-06-02,,true
10586,LOW,LOW,LOW,2026-06-02,,true
10587,LOW,LOW,LOW,2026-06-02,,true
10588,LOW,LOW,LOW,2026-06-02,,true
10592,LOW,LOW,LOW,2026-06-02,,true
10593,LOW,LOW,LOW,2026-06-02,,true
10610,LOW,LOW,LOW,2026-06-02,,true
10614,LOW,LOW,LOW,2026-06-02,,true
10615,LOW,LOW,LOW,2026-06-02,,true
10620,LOW,LOW,LOW,2026-06-02,,true
10621,LOW,LOW,LOW,2026-06-02,,true
10625,LOW,LOW,LOW,2026-06-02,,true
10626,LOW,LOW,LOW,2026-06-02,,true
10627,LOW,LOW,LOW,2026-06-02,,true
10634,LOW,LOW,LOW,2026-06-02,,true
10639,LOW,LOW,LOW,2026-06-02,,true
10642,LOW,LOW,LOW,2026-06-02,,true
10645,LOW,LOW,LOW,2026-06-02,,true
10662,LOW,LOW,LOW,2026-06-02,,true
10664,LOW,LOW,LOW,2026-06-02,,true
10668,LOW,LOW,LOW,2026-06-02,,true
10669,LOW,LOW,LOW,2026-06-02,,true
10672,LOW,LOW,LOW,2026-06-02,,true
10673,LOW,LOW,LOW,2026-06-02,,true
10674,LOW,LOW,LOW,2026-06-02,,true
10675,LOW,LOW,LOW,2026-06-02,,true
10683,LOW,LOW,LOW,2026-06-02,,true
10688,LOW,LOW,LOW,2026-06-02,,true
10690,LOW,LOW,LOW,2026-06-02,,true
10692,LOW,LOW,LOW,2026-06-02,,true
10701,LOW,LOW,LOW,2026-06-02,,true
10704,LOW,LOW,LOW,2026-06-02,,true
10706,LOW,LOW,LOW,2026-06-02,,true
10707,LOW,LOW,LOW,2026-06-02,,true
10713,LOW,LOW,LOW,2026-06-02,,true
10718,LOW,LOW,LOW,2026-06-02,,true
10720,LOW,LOW,LOW,2026-06-02,,true
10724,LOW,LOW,LOW,2026-06-02,,true
10726,LOW,LOW,LOW,2026-06-02,,true
10731,LOW,LOW,LOW,2026-06-02,,true
10737,LOW,LOW,LOW,2026-06-02,,true
10739,LOW,LOW,LOW,2026-06-02,,true
10740,LOW,LOW,LOW,2026-06-02,,true
10744,LOW,LOW,LOW,2026-06-02,,true
10745,LOW,LOW,LOW,2026-06-02,,true
10746,LOW,LOW,LOW,2026-06-02,,true
10747,LOW,LOW,LOW,2026-06-02,,true
10748,LOW,LOW,LOW,2026-06-02,,true
10762,LOW,LOW,LOW,2026-06-02,,true
10773,LOW,HIGH,LOW,2026-06-02,,true
10784,LOW,HIGH,LOW,2026-06-02,,true
10787,LOW,HIGH,LOW,2026-06-02,,true
10788,LOW,HIGH,LOW,2026-06-02,,true
10804,LOW,HIGH,LOW,2026-06-02,,true
10805,LOW,HIGH,LOW,2026-06-02,,true
10811,LOW,HIGH,LOW,2026-06-02,,true
10812,LOW,HIGH,LOW,2026-06-02,,true
10821,LOW,HIGH,LOW,2026-06-02,,true
10827,LOW,HIGH,LOW,2026-06-02,,true
10828,LOW,HIGH,LOW,2026-06-02,,true
10829,LOW,HIGH,LOW,2026-06-02,,true
10832,LOW,LOW,LOW,2026-06-02,,true
10833,LOW,LOW,LOW,2026-06-02,,true
10834,LOW,LOW,LOW,2026-06-02,,true
10843,LOW,LOW,LOW,2026-06-02,,true
10844,LOW,LOW,LOW,2026-06-02,,true
10855,LOW,LOW,LOW,2026-06-02,,true
10868,LOW,LOW,LOW,2026-06-02,,true
10871,LOW,LOW,LOW,2026-06-02,,true
10879,LOW,LOW,LOW,2026-06-02,,true
10884,LOW,LOW,LOW,2026-06-02,,true
10890,LOW,LOW,LOW,2026-06-02,,true
10891,LOW,LOW,LOW,2026-06-02,,true
10899,LOW,LOW,LOW,2026-06-02,,true
10904,LOW,LOW,LOW,2026-06-02,,true
10905,LOW,LOW,LOW,2026-06-02,,true
10907,LOW,LOW,LOW,2026-06-02,,true
10908,LOW,LOW,LOW,2026-06-02,,true
10915,LOW,LOW,LOW,2026-06-02,,true
10917,LOW,LOW,LOW,2026-06-02,,true
10921,LOW,LOW,LOW,2026-06-02,,true
10922,LOW,LOW,LOW,2026-06-02,,true
10923,LOW,LOW,LOW,2026-06-02,,true
10925,LOW,LOW,LOW,2026-06-02,,true
10927,LOW,LOW,LOW,2026-06-02,,true
10934,LOW,LOW,LOW,2026-06-02,,true
10936,LOW,LOW,LOW,2026-06-02,,true
10940,LOW,LOW,LOW,2026-06-02,,true
10948,LOW,LOW,LOW,2026-06-02,,true
10964,LOW,LOW,LOW,2026-06-02,,true
10970,LOW,LOW,LOW,2026-06-02,,true
10971,LOW,LOW,LOW,2026-06-02,,true
10974,LOW,LOW,LOW,2026-06-02,,true
10978,LOW,LOW,LOW,2026-06-02,,true
10986,LOW,LOW,LOW,2026-06-02,,true
10994,LOW,LOW,LOW,2026-06-02,,true
10997,LOW,LOW,LOW,2026-06-02,,true
11006,LOW,HIGH,LOW,2026-06-02,,true
11007,LOW,HIGH,LOW,2026-06-02,,true
11012,LOW,HIGH,LOW,2026-06-02,,true
11013,LOW,HIGH,LOW,2026-06-02,,true
11018,LOW,HIGH,LOW,2026-06-02,,true
11022,LOW,HIGH,LOW,2026-06-02,,true
11024,LOW,HIGH,LOW,2026-06-02,,true
11026,LOW,HIGH,LOW,2026-06-02,,true
11028,LOW,HIGH,LOW,2026-06-02,,true
11030,LOW,HIGH,LOW,2026-06-02,,true
11035,LOW,HIGH,LOW,2026-06-02,,true
11037,LOW,HIGH,LOW,2026-06-02,,true
11039,LOW,HIGH,LOW,2026-06-02,,true
11041,LOW,HIGH,LOW,2026-06-02,,true
11047,LOW,HIGH,LOW,2026-06-02,,true
11052,LOW,HIGH,LOW,2026-06-02,,true
11060,LOW,HIGH,LOW,2026-06-02,,true
11069,LOW,LOW,LOW,2026-06-02,,true
11070,LOW,LOW,LOW,2026-06-02,,true
11075,LOW,LOW,LOW,2026-06-02,,true
11076,LOW,LOW,LOW,2026-06-02,,true
11079,LOW,LOW,LOW,2026-06-02,,true
11084,LOW,LOW,LOW,2026-06-02,,true
11096,LOW,LOW,LOW,2026-06-02,,true
11102,LOW,LOW,LOW,2026-06-02,,true
11112,LOW,LOW,LOW,2026-06-02,,true
11118,LOW,LOW,LOW,2026-06-02,,true
11135,LOW,LOW,LOW,2026-06-02,,true
11139,LOW,LOW,LOW,2026-06-02,,true
11140,LOW,LOW,LOW,2026-06-02,,true
11141,LOW,LOW,LOW,2026-06-02,,true
11142,LOW,LOW,LOW,2026-06-02,,true
11147,LOW,LOW,LOW,2026-06-02,,true
11149,LOW,LOW,LOW,2026-06-02,,true
11150,LOW,LOW,LOW,2026-06-02,,true
11156,LOW,LOW,LOW,2026-06-02,,true
11160,LOW,LOW,LOW,2026-06-02,,true
11163,LOW,LOW,LOW,2026-06-02,,true
11166,LOW,LOW,LOW,2026-06-02,,true
11168,LOW,LOW,LOW,2026-06-02,,true
11174,LOW,LOW,LOW,2026-06-02,,true
11176,LOW,LOW,LOW,2026-06-02,,true
11179,LOW,LOW,LOW,2026-06-02,,true
11183,LOW,LOW,LOW,2026-06-02,,true
11184,LOW,LOW,LOW,2026-06-02,,true
11187,LOW,LOW,LOW,2026-06-02,,true
11192,LOW,LOW,LOW,2026-06-02,,true
11194,LOW,LOW,LOW,2026-06-02,,true
11197,LOW,LOW,LOW,2026-06-02,,true
11204,LOW,LOW,LOW,2026-06-02,,true
11205,LOW,LOW,LOW,2026-06-02,,true
11209,LOW,LOW,LOW,2026-06-02,,true
11213,LOW,LOW,LOW,2026-06-02,,true
11218,LOW,LOW,LOW,2026-06-02,,true
11221,LOW,LOW,LOW,2026-06-02,,true
11225,LOW,LOW,LOW,2026-06-02,,true
11228,LOW,LOW,LOW,2026-06-02,,true
11229,LOW,LOW,LOW,2026-06-02,,true
11233,LOW,LOW,LOW,2026-06-02,,true
11241,LOW,LOW,LOW,2026-06-02,,true
11245,LOW,LOW,LOW,2026-06-02,,true
11251,LOW,LOW,LOW,2026-06-02,,true
11253,LOW,LOW,LOW,2026-06-02,,true
11266,LOW,LOW,LOW,2026-06-02,,true
11270,LOW,LOW,LOW,2026-06-02,,true
11271,LOW,LOW,LOW,2026-06-02,,true
11280,LOW,LOW,LOW,2026-06-02,,true
11285,LOW,LOW,LOW,2026-06-02,,true
11286,LOW,LOW,LOW,2026-06-02,,true
11287,LOW,LOW,LOW,2026-06-02,,true
11290,LOW,LOW,LOW,2026-06-02,,true
11295,LOW,LOW,LOW,2026-06-02,,true
11305,LOW,LOW,LOW,2026-06-02,,true
11320,LOW,LOW,LOW,2026-06-02,,true
11327,LOW,LOW,LOW,2026-06-02,,true
11328,LOW,LOW,LOW,2026-06-02,,true
11329,LOW,LOW,LOW,2026-06-02,,true
11333,LOW,LOW,LOW,2026-06-02,,true
11336,LOW,LOW,LOW,2026-06-02,,true
11337,LOW,LOW,LOW,2026-06-02,,true
11339,LOW,LOW,LOW,2026-06-02,,true
11342,LOW,LOW,LOW,2026-06-02,,true
11344,LOW,LOW,LOW,2026-06-02,,true
11346,LOW,LOW,LOW,2026-06-02,,true
11347,LOW,LOW,LOW,2026-06-02,,true
11348,LOW,LOW,LOW,2026-06-02,,true
11356,LOW,LOW,LOW,2026-06-02,,true
11358,LOW,LOW,LOW,2026-06-02,,true
11364,LOW,LOW,LOW,2026-06-02,,true
11369,LOW,LOW,LOW,2026-06-02,,true
11373,LOW,LOW,LOW,2026-06-02,,true
11377,LOW,LOW,LOW,2026-06-02,,true
11381,LOW,LOW,LOW,2026-06-02,,true
11384,LOW,LOW,LOW,2026-06-02,,true
11386,LOW,LOW,LOW,2026-06-02,,true
11390,LOW,LOW,LOW,2026-06-02,,true
11396,LOW,LOW,LOW,2026-06-02,,true
11397,LOW,LOW,LOW,2026-06-02,,true
11403,LOW,LOW,LOW,2026-06-02,,true
11411,LOW,LOW,LOW,2026-06-02,,true
11414,LOW,LOW,LOW,2026-06-02,,true
11420,LOW,LOW,LOW,2026-06-02,,true
11422,LOW,LOW,LOW,2026-06-02,,true
11423,LOW,LOW,LOW,2026-06-02,,true
11425,LOW,LOW,LOW,2026-06-02,,true
11434,LOW,LOW,LOW,2026-06-02,,true
11442,LOW,LOW,LOW,2026-06-02,,true
11444,LOW,LOW,LOW,2026-06-02,,true
11448,LOW,LOW,LOW,2026-06-02,,true
11454,LOW,LOW,LOW,2026-06-02,,true
11459,LOW,LOW,LOW,2026-06-02,,true
11463,LOW,LOW,LOW,2026-06-02,,true
11471,LOW,LOW,LOW,2026-06-02,,true
11473,LOW,LOW,LOW,2026-06-02,,true
11478,LOW,LOW,LOW,2026-06-02,,true
11485,LOW,LOW,LOW,2026-06-02,,true
11487,LOW,LOW,LOW,2026-06-02,,true
11490,LOW,LOW,LOW,2026-06-02,,true
11491,LOW,LOW,LOW,2026-06-02,,true
11493,LOW,LOW,LOW,2026-06-02,,true
11494,LOW,LOW,LOW,2026-06-02,,true
11496,LOW,LOW,LOW,2026-06-02,,true
11503,LOW,LOW,LOW,2026-06-02,,true
11504,LOW,LOW,LOW,2026-06-02,,true
11506,LOW,LOW,LOW,2026-06-02,,true
11510,LOW,LOW,LOW,2026-06-02,,true
11522,LOW,LOW,LOW,2026-06-02,,true
11524,LOW,LOW,LOW,2026-06-02,,true
11530,LOW,HIGH,LOW,2026-06-02,,true
11535,LOW,HIGH,LOW,2026-06-02,,true
11542,LOW,HIGH,LOW,2026-06-02,,true
11547,LOW,HIGH,LOW,2026-06-02,,true
11549,LOW,HIGH,LOW,2026-06-02,,true
11552,LOW,HIGH,LOW,2026-06-02,,true
11554,LOW,HIGH,LOW,2026-06-02,,true
11555,LOW,HIGH,LOW,2026-06-02,,true
11556,LOW,HIGH,LOW,2026-06-02,,true
11557,LOW,HIGH,LOW,2026-06-02,,true
11559,LOW,HIGH,LOW,2026-06-02,,true
11563,LOW,LOW,LOW,2026-06-02,,true
11567,LOW,LOW,LOW,2026-06-02,,true
11575,LOW,LOW,LOW,2026-06-02,,true
11579,LOW,LOW,LOW,2026-06-02,,true
11581,LOW,LOW,LOW,2026-06-02,,true
11589,LOW,LOW,LOW,2026-06-02,,true
11596,LOW,LOW,LOW,2026-06-02,,true
11598,LOW,LOW,LOW,2026-06-02,,true
11601,LOW,LOW,LOW,2026-06-02,,true
11604,LOW,LOW,LOW,2026-06-02,,true
11606,LOW,LOW,LOW,2026-06-02,,true
11608,LOW,LOW,LOW,2026-06-02,,true
11609,LOW,LOW,LOW,2026-06-02,,true
11611,LOW,LOW,LOW,2026-06-02,,true
11612,LOW,LOW,LOW,2026-06-02,,true
11615,LOW,LOW,LOW,2026-06-02,,true
11623,LOW,LOW,LOW,2026-06-02,,true
11624,LOW,LOW,LOW,2026-06-02,,true
11627,LOW,LOW,LOW,2026-06-02,,true
11632,LOW,LOW,LOW,2026-06-02,,true
11634,LOW,LOW,LOW,2026-06-02,,true
11642,LOW,LOW,LOW,2026-06-02,,true
11644,LOW,LOW,LOW,2026-06-02,,true
11647,LOW,LOW,LOW,2026-06-02,,true
11650,LOW,LOW,LOW,2026-06-02,,true
11653,LOW,LOW,LOW,2026-06-02,,true
11654,LOW,LOW,LOW,2026-06-02,,true
11657,LOW,LOW,LOW,2026-06-02,,true
11658,LOW,LOW,LOW,2026-06-02,,true
11662,LOW,LOW,LOW,2026-06-02,,true
11666,LOW,LOW,LOW,2026-06-02,,true
11684,HIGH,LOW,HIGH,2026-06-02,,true
11698,HIGH,LOW,HIGH,2026-06-02,,true
11699,HIGH,LOW,HIGH,2026-06-02,,true
11709,HIGH,LOW,HIGH,2026-06-02,,true
11710,HIGH,LOW,HIGH,2026-06-02,,true
11717,HIGH,LOW,HIGH,2026-06-02,,true
11720,HIGH,LOW,HIGH,2026-06-02,,true
11722,HIGH,LOW,HIGH,2026-06-02,,true
11728,HIGH,LOW,HIGH,2026-06-02,,true
11736,LOW,LOW,LOW,2026-06-02,,true
11739,LOW,LOW,LOW,2026-06-02,,true
11741,LOW,LOW,LOW,2026-06-02,,true
11756,LOW,LOW,LOW,2026-06-02,,true
11758,LOW,LOW,LOW,2026-06-02,,true
11762,LOW,LOW,LOW,2026-06-02,,true
11770,LOW,LOW,LOW,2026-06-02,,true
11771,LOW,LOW,LOW,2026-06-02,,true
11779,LOW,LOW,LOW,2026-06-02,,true
11781,LOW,LOW,LOW,2026-06-02,,true
11784,LOW,LOW,LOW,2026-06-02,,true
11785,LOW,LOW,LOW,2026-06-02,,true
11793,LOW,LOW,LOW,2026-06-02,,true
11797,LOW,LOW,LOW,2026-06-02,,true
11799,LOW,HIGH,LOW,2026-06-02,,true
11803,LOW,HIGH,LOW,2026-06-02,,true
11806,LOW,HIGH,LOW,2026-06-02,,true
11809,LOW,HIGH,LOW,2026-06-02,,true
11811,LOW,HIGH,LOW,2026-06-02,,true
11816,LOW,HIGH,LOW,2026-06-02,,true
11818,LOW,HIGH,LOW,2026-06-02,,true
11819,LOW,HIGH,LOW,2026-06-02,,true
11823,LOW,HIGH,LOW,2026-06-02,,true
11828,LOW,HIGH,LOW,2026-06-02,,true
11840,LOW,HIGH,LOW,2026-06-02,,true
11841,LOW,HIGH,LOW,2026-06-02,,true
11845,LOW,HIGH,LOW,2026-06-02,,true
11851,LOW,HIGH,LOW,2026-06-02,,true
11852,LOW,HIGH,LOW,2026-06-02,,true
11853,LOW,HIGH,LOW,2026-06-02,,true
11854,LOW,HIGH,LOW,2026-06-02,,true
11864,LOW,LOW,LOW,2026-06-02,,true
11871,LOW,LOW,LOW,2026-06-02,,true
11874,LOW,LOW,LOW,2026-06-02,,true
11876,LOW,LOW,LOW,2026-06-02,,true
11877,LOW,LOW,LOW,2026-06-02,,true
11896,LOW,LOW,LOW,2026-06-02,,true
11899,LOW,LOW,LOW,2026-06-02,,true
11906,LOW,LOW,LOW,2026-06-02,,true
11913,LOW,LOW,LOW,2026-06-02,,true
11917,LOW,LOW,LOW,2026-06-02,,true
11919,LOW,LOW,LOW,2026-06-02,,true
11920,LOW,LOW,LOW,2026-06-02,,true
11923,LOW,LOW,LOW,2026-06-02,,true
11932,LOW,HIGH,LOW,2026-06-02,,true
11933,LOW,HIGH,LOW,2026-06-02,,true
11937,LOW,HIGH,LOW,2026-06-02,,true
11942,LOW,HIGH,LOW,2026-06-02,,true
11953,LOW,HIGH,LOW,2026-06-02,,true
11954,LOW,HIGH,LOW,2026-06-02,,true
11960,LOW,HIGH,LOW,2026-06-02,,true
11978,LOW,HIGH,LOW,2026-06-02,,true
11980,LOW,HIGH,LOW,2026-06-02,,true
11982,LOW,HIGH,LOW,2026-06-02,,true
11986,LOW,LOW,LOW,2026-06-02,,true
11989,LOW,LOW,LOW,2026-06-02,,true
12001,LOW,LOW,LOW,2026-06-02,,true
12002,LOW,LOW,LOW,2026-06-02,,true
12003,LOW,LOW,LOW,2026-06-02,,true
12010,LOW,LOW,LOW,2026-06-02,,true
12012,LOW,LOW,LOW,2026-06-02,,true
12018,LOW,LOW,LOW,2026-06-02,,true
12027,LOW,LOW,LOW,2026-06-02,,true
12048,LOW,LOW,LOW,2026-06-02,,true
12049,LOW,LOW,LOW,2026-06-02,,true
12050,LOW,LOW,LOW,2026-06-02,,true
12051,LOW,LOW,LOW,2026-06-02,,true
12052,LOW,LOW,LOW,2026-06-02,,true
12058,LOW,LOW,LOW,2026-06-02,,true
12067,LOW,LOW,LOW,2026-06-02,,true
12071,LOW,LOW,LOW,2026-06-02,,true
12074,LOW,LOW,LOW,2026-06-02,,true
12081,LOW,LOW,LOW,2026-06-02,,true
12087,LOW,LOW,LOW,2026-06-02,,true
12093,LOW,LOW,LOW,2026-06-02,,true
12104,LOW,LOW,LOW,2026-06-02,,true
12110,LOW,LOW,LOW,2026-06-02,,true
12111,LOW,LOW,LOW,2026-06-02,,true
12112,LOW,LOW,LOW,2026-06-02,,true
12113,LOW,LOW,LOW,2026-06-02,,true
12115,LOW,LOW,LOW,2026-06-02,,true
12124,LOW,LOW,LOW,2026-06-02,,true
12125,LOW,LOW,LOW,2026-06-02,,true
12129,LOW,LOW,LOW,2026-06-02,,true
12135,LOW,LOW,LOW,2026-06-02,,true
12136,LOW,LOW,LOW,2026-06-02,,true
12140,LOW,LOW,LOW,2026-06-02,,true
12142,LOW,LOW,LOW,2026-06-02,,true
12148,LOW,LOW,LOW,2026-06-02,,true
12149,LOW,LOW,LOW,2026-06-02,,true
12156,LOW,LOW,LOW,2026-06-02,,true
12160,LOW,LOW,LOW,2026-06-02,,true
12166,LOW,LOW,LOW,2026-06-02,,true
12174,LOW,LOW,LOW,2026-06-02,,true
12180,LOW,LOW,LOW,2026-06-02,,true
12184,LOW,LOW,LOW,2026-06-02,,true
