profile_key,renewable_level,fossil_level,low_carbon_level,start_date,end_date,is_current
3020,LOW,HIGH,LOW,2026-06-02,,true
3024,LOW,HIGH,LOW,2026-06-02,,true
3031,LOW,HIGH,LOW,2026-06-02,,true
3033,LOW,HIGH,LOW,2026-06-02,,true
3048,LOW,HIGH,LOW,2026-06-02,,true
3050,LOW,HIGH,LOW,2026-06-02,,true
3069,LOW,LOW,LOW,2026-06-02,,true
3071,LOW,LOW,LOW,2026-06-02,,true
3080,LOW,LOW,LOW,2026-06-02,,true
3086,LOW,LOW,LOW,2026-06-02,,true
3092,LOW,LOW,LOW,2026-06-02,,true
3093,LOW,LOW,LOW,2026-06-02,,true
3094,LOW,LOW,LOW,2026-06-02,,true
3095,LOW,LOW,LOW,2026-06-02,,true
3098,LOW,LOW,LOW,2026-06-02,,true
3100,LOW,LOW,LOW,2026-06-02,,true
3105,LOW,LOW,LOW,2026-06-02,,true
3107,LOW,LOW,LOW,2026-06-02,,true
3110,LOW,LOW,LOW,2026-06-02,,true
3116,LOW,LOW,LOW,2026-06-02,,true
3120,LOW,LOW,LOW,2026-06-02,,true
3121,LOW,LOW,LOW,2026-06-02,,true
3129,LOW,LOW,LOW,2026-06-02,,true
3135,LOW,LOW,LOW,2026-06-02,,true
3141,LOW,LOW,LOW,2026-06-02,,true
3144,LOW,LOW,LOW,2026-06-02,,true
3147,LOW,LOW,LOW,2026-06-02,,true
3148,LOW,LOW,LOW,2026-06-02,,true
3150,LOW,LOW,LOW,2026-06-02,,true
3156,LOW,LOW,LOW,2026-06-02,,true
3157,LOW,LOW,LOW,2026-06-02,,true
3159,LOW,LOW,LOW,2026-06-02,,true
3163,LOW,LOW,LOW,2026-06-02,,true
3164,LOW,LOW,LOW,2026-06-02,,true
3167,LOW,LOW,LOW,2026-06-02,,true
3168,LOW,LOW,LOW,2026-06-02,,true
3172,LOW,LOW,LOW,2026-06-02,,true
3175,LOW,LOW,LOW,2026-06-02,,true
3178,LOW,LOW,LOW,2026-06-02,,true
3183,LOW,LOW,LOW,2026-06-02,,true
3184,LOW,LOW,LOW,2026-06-02,,true
3185,LOW,LOW,LOW,2026-06-02,,true
3188,LOW,LOW,LOW,2026-06-02,,true
3190,LOW,LOW,LOW,2026-06-02,,true
3203,LOW,LOW,LOW,2026-06-02,,true
3209,LOW,LOW,LOW,2026-06-02,,true
3217,LOW,LOW,LOW,2026-06-02,,true
3219,LOW,LOW,LOW,2026-06-02,,true
3221,LOW,LOW,LOW,2026-06-02,,true
3222,LOW,LOW,LOW,2026-06-02,,true
3226,LOW,LOW,LOW,2026-06-02,,true
3235,LOW,LOW,LOW,2026-06-02,,true
3238,LOW,LOW,LOW,2026-06-02,,true
3245,LOW,LOW,LOW,2026-06-02,,true
3252,LOW,LOW,LOW,2026-06-02,,true
3257,LOW,LOW,LOW,2026-06-02,,true
3258,LOW,LOW,LOW,2026-06-02,,true
3261,LOW,LOW,LOW,2026-06-02,,true
3265,LOW,LOW,LOW,2026-06-02,,true
3266,LOW,LOW,LOW,2026-06-02,,true
3270,LOW,LOW,LOW,2026-06-02,,true
3279,LOW,LOW,LOW,2026-06-02,,true
3282,LOW,LOW,LOW,2026-06-02,,true
3285,LOW,LOW,LOW,2026-06-02,,true
3286,LOW,LOW,LOW,2026-06-02,,true
3287,LOW,LOW,LOW,2026-06-02,,true
3291,LOW,LOW,LOW,2026-06-02,,true
3292,LOW,LOW,LOW,2026-06-02,,true
3293,LOW,LOW,LOW,2026-06-02,,true
3296,LOW,LOW,LOW,2026-06-02,,true
3301,LOW,LOW,LOW,2026-06-02,,true
3305,LOW,LOW,LOW,2026-06-02,,true
3309,LOW,LOW,LOW,2026-06-02,,true
3313,LOW,LOW,LOW,2026-06-02,,true
3315,LOW,LOW,LOW,2026-06-02,,true
3318,LOW,LOW,LOW,2026-06-02,,true
3321,LOW,LOW,LOW,2026-06-02,,true
3333,LOW,HIGH,LOW,2026-06-02,,true
3334,LOW,HIGH,LOW,2026-06-02,,true
3341,LOW,HIGH,LOW,2026-06-02,,true
3343,LOW,HIGH,LOW,2026-06-02,,true
3349,LOW,HIGH,LOW,2026-06-02,,true
3350,LOW,HIGH,LOW,2026-06-02,,true
3358,LOW,HIGH,LOW,2026-06-02,,true
3373,LOW,HIGH,LOW,2026-06-02,,true
3374,LOW,HIGH,LOW,2026-06-02,,true
3376,LOW,HIGH,LOW,2026-06-02,,true
3377,LOW,HIGH,LOW,2026-06-02,,true
3379,LOW,HIGH,LOW,2026-06-02,,true
3381,LOW,HIGH,LOW,2026-06-02,,true
3388,LOW,LOW,LOW,2026-06-02,,true
3389,LOW,LOW,LOW,2026-06-02,,true
3392,LOW,LOW,LOW,2026-06-02,,true
3393,LOW,LOW,LOW,2026-06-02,,true
3395,LOW,LOW,LOW,2026-06-02,,true
3403,LOW,LOW,LOW,2026-06-02,,true
3407,LOW,LOW,LOW,2026-06-02,,true
3414,LOW,LOW,LOW,2026-06-02,,true
3419,LOW,LOW,LOW,2026-06-02,,true
3428,LOW,LOW,LOW,2026-06-02,,true
3430,LOW,LOW,LOW,2026-06-02,,true
3446,LOW,LOW,LOW,2026-06-02,,true
3447,LOW,LOW,LOW,2026-06-02,,true
3456,LOW,HIGH,LOW,2026-06-02,,true
3460,LOW,HIGH,LOW,2026-06-02,,true
3462,LOW,HIGH,LOW,2026-06-02,,true
3465,LOW,HIGH,LOW,2026-06-02,,true
3468,LOW,HIGH,LOW,2026-06-02,,true
3472,LOW,HIGH,LOW,2026-06-02,,true
3475,LOW,HIGH,LOW,2026-06-02,,true
3476,LOW,HIGH,LOW,2026-06-02,,true
3482,LOW,HIGH,LOW,2026-06-02,,true
3491,LOW,HIGH,LOW,2026-06-02,,true
3495,LOW,HIGH,LOW,2026-06-02,,true
3503,LOW,HIGH,LOW,2026-06-02,,true
3505,LOW,HIGH,LOW,2026-06-02,,true
3506,LOW,HIGH,LOW,2026-06-02,,true
3510,LOW,HIGH,LOW,2026-06-02,,true
3518,LOW,LOW,LOW,2026-06-02,,true
3522,LOW,LOW,LOW,2026-06-02,,true
3525,LOW,LOW,LOW,2026-06-02,,true
3530,LOW,LOW,LOW,2026-06-02,,true
3532,LOW,LOW,LOW,2026-06-02,,true
3533,LOW,LOW,LOW,2026-06-02,,true
3534,LOW,LOW,LOW,2026-06-02,,true
3535,LOW,LOW,LOW,2026-06-02,,true
3537,LOW,LOW,LOW,2026-06-02,,true
3541,LOW,LOW,LOW,2026-06-02,,true
3543,LOW,LOW,LOW,2026-06-02,,true
3549,LOW,LOW,LOW,2026-06-02,,true
3550,LOW,LOW,LOW,2026-06-02,,true
3553,LOW,LOW,LOW,2026-06-02,,true
3556,LOW,LOW,LOW,2026-06-02,,true
3558,LOW,LOW,LOW,2026-06-02,,true
3563,LOW,LOW,LOW,2026-06-02,,true
3567,LOW,LOW,LOW,2026-06-02,,true
3577,LOW,LOW,LOW,2026-06-02,,true
3582,LOW,HIGH,LOW,2026-06-02,,true
3585,LOW,HIGH,LOW,2026-06-02,,true
3588,LOW,HIGH,LOW,2026-06-02,,true
3592,LOW,HIGH,LOW,2026-06-02,,true
3597,LOW,HIGH,LOW,2026-06-02,,true
3599,LOW,HIGH,LOW,2026-06-02,,true
3601,LOW,HIGH,LOW,2026-06-02,,true
3603,LOW,HIGH,LOW,2026-06-02,,true
3604,LOW,HIGH,LOW,2026-06-02,,true
3613,LOW,HIGH,LOW,2026-06-02,,true
3618,LOW,HIGH,LOW,2026-06-02,,true
3629,LOW,HIGH,LOW,2026-06-02,,true
3633,LOW,HIGH,LOW,2026-06-02,,true
3634,LOW,HIGH,LOW,2026-06-02,,true
3639,LOW,LOW,LOW,2026-06-02,,true
3640,LOW,LOW,LOW,2026-06-02,,true
3641,LOW,LOW,LOW,2026-06-02,,true
3646,LOW,LOW,LOW,2026-06-02,,true
3649,LOW,LOW,LOW,2026-06-02,,true
3652,LOW,LOW,LOW,2026-06-02,,true
3653,LOW,LOW,LOW,2026-06-02,,true
3657,LOW,LOW,LOW,2026-06-02,,true
3659,LOW,LOW,LOW,2026-06-02,,true
3666,LOW,LOW,LOW,2026-06-02,,true
3667,LOW,LOW,LOW,2026-06-02,,true
3668,LOW,LOW,LOW,2026-06-02,,true
3674,LOW,LOW,LOW,2026-06-02,,true
3684,LOW,LOW,LOW,2026-06-02,,true
3687,LOW,LOW,LOW,2026-06-02,,true
3688,LOW,LOW,LOW,2026-06-02,,true
3689,LOW,LOW,LOW,2026-06-02,,true
3693,LOW,LOW,LOW,2026-06-02,,true
3696,LOW,LOW,LOW,2026-06-02,,true
3702,LOW,LOW,LOW,2026-06-02,,true
3707,LOW,LOW,LOW,2026-06-02,,true
3711,LOW,LOW,LOW,2026-06-02,,true
3715,LOW,LOW,LOW,2026-06-02,,true
3717,LOW,LOW,LOW,2026-06-02,,true
3720,LOW,LOW,LOW,2026-06-02,,true
3724,LOW,LOW,LOW,2026-06-02,,true
3725,LOW,LOW,LOW,2026-06-02,,true
3736,LOW,LOW,LOW,2026-06-02,,true
3740,LOW,LOW,LOW,2026-06-02,,true
3741,LOW,LOW,LOW,2026-06-02,,true
3748,LOW,LOW,LOW,2026-06-02,,true
3752,LOW,LOW,LOW,2026-06-02,,true
3753,LOW,LOW,LOW,2026-06-02,,true
3755,LOW,LOW,LOW,2026-06-02,,true
3761,LOW,LOW,LOW,2026-06-02,,true
3765,LOW,LOW,LOW,2026-06-02,,true
3767,LOW,LOW,LOW,2026-06-02,,true
3772,LOW,LOW,LOW,2026-06-02,,true
3777,LOW,LOW,LOW,2026-06-02,,true
3792,LOW,LOW,LOW,2026-06-02,,true
3794,LOW,LOW,LOW,2026-06-02,,true
3796,LOW,LOW,LOW,2026-06-02,,true
3797,LOW,LOW,LOW,2026-06-02,,true
3800,LOW,LOW,LOW,2026-06-02,,true
3805,LOW,LOW,LOW,2026-06-02,,true
3808,LOW,LOW,LOW,2026-06-02,,true
3820,LOW,LOW,LOW,2026-06-02,,true
3829,LOW,LOW,LOW,2026-06-02,,true
3848,LOW,LOW,LOW,2026-06-02,,true
3851,LOW,LOW,LOW,2026-06-02,,true
3858,LOW,LOW,LOW,2026-06-02,,true
3860,LOW,LOW,LOW,2026-06-02,,true
3861,LOW,LOW,LOW,2026-06-02,,true
3865,LOW,LOW,LOW,2026-06-02,,true
3870,LOW,LOW,LOW,2026-06-02,,true
3875,LOW,LOW,LOW,2026-06-02,,true
3879,LOW,LOW,LOW,2026-06-02,,true
3884,LOW,LOW,LOW,2026-06-02,,true
3889,LOW,LOW,LOW,2026-06-02,,true
3890,LOW,LOW,LOW,2026-06-02,,true
3894,LOW,LOW,LOW,2026-06-02,,true
3895,LOW,LOW,LOW,2026-06-02,,true
3897,LOW,LOW,LOW,2026-06-02,,true
3898,LOW,LOW,LOW,2026-06-02,,true
3912,LOW,LOW,LOW,2026-06-02,,true
3913,LOW,LOW,LOW,2026-06-02,,true
3917,LOW,LOW,LOW,2026-06-02,,true
3919,LOW,LOW,LOW,2026-06-02,,true
3925,LOW,LOW,LOW,2026-06-02,,true
3941,LOW,LOW,LOW,2026-06-02,,true
3942,LOW,LOW,LOW,2026-06-02,,true
3943,LOW,LOW,LOW,2026-06-02,,true
3952,LOW,LOW,LOW,2026-06-02,,true
3953,LOW,LOW,LOW,2026-06-02,,true
3961,LOW,LOW,LOW,2026-06-02,,true
3962,LOW,LOW,LOW,2026-06-02,,true
3963,LOW,LOW,LOW,2026-06-02,,true
3973,LOW,LOW,LOW,2026-06-02,,true
3976,LOW,LOW,LOW,2026-06-02,,true
3978,LOW,LOW,LOW,2026-06-02,,true
3979,LOW,LOW,LOW,2026-06-02,,true
3984,LOW,LOW,LOW,2026-06-02,,true
3989,LOW,LOW,LOW,2026-06-02,,true
3993,LOW,LOW,LOW,2026-06-02,,true
3997,LOW,LOW,LOW,2026-06-02,,true
3999,LOW,LOW,LOW,2026-06-02,,true
4000,LOW,LOW,LOW,2026-06-02,,true
4002,LOW,LOW,LOW,2026-06-02,,true
4006,LOW,LOW,LOW,2026-06-02,,true
4011,LOW,LOW,LOW,2026-06-02,,true
4015,LOW,LOW,LOW,2026-06-02,,true
4024,LOW,LOW,LOW,2026-06-02,,true
4025,LOW,HIGH,LOW,2026-06-02,,true
4026,LOW,HIGH,LOW,2026-06-02,,true
4030,LOW,HIGH,LOW,2026-06-02,,true
4031,LOW,HIGH,LOW,2026-06-02,,true
4043,LOW,HIGH,LOW,2026-06-02,,true
4044,LOW,HIGH,LOW,2026-06-02,,true
4047,LOW,HIGH,LOW,2026-06-02,,true
4048,LOW,HIGH,LOW,2026-06-02,,true
4050,LOW,HIGH,LOW,2026-06-02,,true
4055,LOW,HIGH,LOW,2026-06-02,,true
4064,LOW,LOW,LOW,2026-06-02,,true
4067,LOW,LOW,LOW,2026-06-02,,true
4069,LOW,LOW,LOW,2026-06-02,,true
4070,LOW,LOW,LOW,2026-06-02,,true
4073,LOW,LOW,LOW,2026-06-02,,true
4076,LOW,LOW,LOW,2026-06-02,,true
4078,LOW,LOW,LOW,2026-06-02,,true
4083,LOW,LOW,LOW,2026-06-02,,true
4085,LOW,LOW,LOW,2026-06-02,,true
4087,LOW,LOW,LOW,2026-06-02,,true
4093,LOW,LOW,LOW,2026-06-02,,true
4094,LOW,LOW,LOW,2026-06-02,,true
4095,LOW,LOW,LOW,2026-06-02,,true
4096,LOW,LOW,LOW,2026-06-02,,true
4103,LOW,LOW,LOW,2026-06-02,,true
4109,LOW,LOW,LOW,2026-06-02,,true
4110,LOW,LOW,LOW,2026-06-02,,true
4115,LOW,LOW,LOW,2026-06-02,,true
4119,LOW,LOW,LOW,2026-06-02,,true
4123,LOW,LOW,LOW,2026-06-02,,true
4128,LOW,LOW,LOW,2026-06-02,,true
4130,LOW,LOW,LOW,2026-06-02,,true
4137,LOW,LOW,LOW,2026-06-02,,true
4140,LOW,LOW,LOW,2026-06-02,,true
4152,LOW,LOW,LOW,2026-06-02,,true
4159,LOW,LOW,LOW,2026-06-02,,true
4162,LOW,LOW,LOW,2026-06-02,,true
4167,LOW,LOW,LOW,2026-06-02,,true
4176,LOW,LOW,LOW,2026-06-02,,true
4177,LOW,LOW,LOW,2026-06-02,,true
4187,LOW,LOW,LOW,2026-06-02,,true
4190,LOW,LOW,LOW,2026-06-02,,true
4193,LOW,LOW,LOW,2026-06-02,,true
4197,LOW,LOW,LOW,2026-06-02,,true
4198,LOW,LOW,LOW,2026-06-02,,true
4199,LOW,LOW,LOW,2026-06-02,,true
4200,LOW,LOW,LOW,2026-06-02,,true
4202,LOW,LOW,LOW,2026-06-02,,true
4209,LOW,LOW,LOW,2026-06-02,,true
4213,LOW,LOW,LOW,2026-06-02,,true
4219,LOW,LOW,LOW,2026-06-02,,true
4224,LOW,LOW,LOW,2026-06-02,,true
4227,LOW,LOW,LOW,2026-06-02,,true
4228,LOW,LOW,LOW,2026-06-02,,true
4230,LOW,LOW,LOW,2026-06-02,,true
4231,LOW,LOW,LOW,2026-06-02,,true
4242,LOW,LOW,LOW,2026-06-02,,true
4243,LOW,LOW,LOW,2026-06-02,,true
4245,LOW,LOW,LOW,2026-06-02,,true
4246,LOW,HIGH,LOW,2026-06-02,,true
4249,LOW,HIGH,LOW,2026-06-02,,true
4252,LOW,HIGH,LOW,2026-06-02,,true
4254,LOW,HIGH,LOW,2026-06-02,,true
4257,LOW,HIGH,LOW,2026-06-02,,true
4264,LOW,HIGH,LOW,2026-06-02,,true
4267,LOW,HIGH,LOW,2026-06-02,,true
4268,LOW,HIGH,LOW,2026-06-02,,true
4271,LOW,HIGH,LOW,2026-06-02,,true
4272,LOW,HIGH,LOW,2026-06-02,,true
4275,LOW,HIGH,LOW,2026-06-02,,true
4278,LOW,HIGH,LOW,2026-06-02,,true
4282,LOW,HIGH,LOW,2026-06-02,,true
4283,LOW,HIGH,LOW,2026-06-02,,true
4285,LOW,HIGH,LOW,2026-06-02,,true
4289,LOW,HIGH,LOW,2026-06-02,,true
4293,LOW,HIGH,LOW,2026-06-02,,true
4312,LOW,HIGH,LOW,2026-06-02,,true
4316,LOW,HIGH,LOW,2026-06-02,,true
4317,LOW,HIGH,LOW,2026-06-02,,true
4318,LOW,HIGH,LOW,2026-06-02,,true
4320,LOW,HIGH,LOW,2026-06-02,,true
4321,LOW,HIGH,LOW,2026-06-02,,true
4322,LOW,HIGH,LOW,2026-06-02,,true
4324,LOW,HIGH,LOW,2026-06-02,,true
4342,LOW,HIGH,LOW,2026-06-02,,true
4343,LOW,HIGH,LOW,2026-06-02,,true
4345,LOW,HIGH,LOW,2026-06-02,,true
4357,LOW,HIGH,LOW,2026-06-02,,true
4362,LOW,HIGH,LOW,2026-06-02,,true
4364,LOW,HIGH,LOW,2026-06-02,,true
4368,LOW,LOW,LOW,2026-06-02,,true
4372,LOW,LOW,LOW,2026-06-02,,true
4374,LOW,LOW,LOW,2026-06-02,,true
4379,LOW,LOW,LOW,2026-06-02,,true
4380,LOW,LOW,LOW,2026-06-02,,true
4382,LOW,LOW,LOW,2026-06-02,,true
4386,LOW,LOW,LOW,2026-06-02,,true
4392,LOW,LOW,LOW,2026-06-02,,true
4396,LOW,LOW,LOW,2026-06-02,,true
4405,LOW,LOW,LOW,2026-06-02,,true
4408,LOW,LOW,LOW,2026-06-02,,true
4412,LOW,LOW,LOW,2026-06-02,,true
4413,LOW,LOW,LOW,2026-06-02,,true
4418,LOW,LOW,LOW,2026-06-02,,true
4420,LOW,LOW,LOW,2026-06-02,,true
4427,LOW,LOW,LOW,2026-06-02,,true
4430,LOW,LOW,LOW,2026-06-02,,true
4438,LOW,LOW,LOW,2026-06-02,,true
4447,LOW,LOW,LOW,2026-06-02,,true
4452,LOW,LOW,LOW,2026-06-02,,true
4459,LOW,LOW,LOW,2026-06-02,,true
4461,LOW,LOW,LOW,2026-06-02,,true
4464,LOW,LOW,LOW,2026-06-02,,true
4470,LOW,LOW,LOW,2026-06-02,,true
4471,LOW,LOW,LOW,2026-06-02,,true
4474,LOW,LOW,LOW,2026-06-02,,true
4475,LOW,LOW,LOW,2026-06-02,,true
4479,LOW,LOW,LOW,2026-06-02,,true
4480,LOW,LOW,LOW,2026-06-02,,true
4482,LOW,LOW,LOW,2026-06-02,,true
4483,LOW,LOW,LOW,2026-06-02,,true
4484,LOW,LOW,LOW,2026-06-02,,true
4487,LOW,LOW,LOW,2026-06-02,,true
4488,LOW,LOW,LOW,2026-06-02,,true
4489,LOW,LOW,LOW,2026-06-02,,true
4490,LOW,LOW,LOW,2026-06-02,,true
4493,LOW,LOW,LOW,2026-06-02,,true
4494,LOW,LOW,LOW,2026-06-02,,true
4496,LOW,LOW,LOW,2026-06-02,,true
4501,LOW,LOW,LOW,2026-06-02,,true
4505,LOW,LOW,LOW,2026-06-02,,true
4507,LOW,LOW,LOW,2026-06-02,,true
4509,LOW,LOW,LOW,2026-06-02,,true
4512,LOW,LOW,LOW,2026-06-02,,true
4520,LOW,LOW,LOW,2026-06-02,,true
4521,LOW,LOW,LOW,2026-06-02,,true
4522,LOW,LOW,LOW,2026-06-02,,true
4530,LOW,LOW,LOW,2026-06-02,,true
4534,LOW,LOW,LOW,2026-06-02,,true
4539,LOW,LOW,LOW,2026-06-02,,true
4546,LOW,LOW,LOW,2026-06-02,,true
4554,LOW,LOW,LOW,2026-06-02,,true
4555,LOW,LOW,LOW,2026-06-02,,true
4559,LOW,HIGH,LOW,2026-06-02,,true
4560,LOW,HIGH,LOW,2026-06-02,,true
4563,LOW,HIGH,LOW,2026-06-02,,true
4564,LOW,HIGH,LOW,2026-06-02,,true
4580,LOW,HIGH,LOW,2026-06-02,,true
4586,LOW,HIGH,LOW,2026-06-02,,true
4589,LOW,HIGH,LOW,2026-06-02,,true
4590,LOW,HIGH,LOW,2026-06-02,,true
4592,LOW,HIGH,LOW,2026-06-02,,true
4595,LOW,HIGH,LOW,2026-06-02,,true
4597,LOW,HIGH,LOW,2026-06-02,,true
4599,LOW,HIGH,LOW,2026-06-02,,true
4600,LOW,HIGH,LOW,2026-06-02,,true
4605,LOW,HIGH,LOW,2026-06-02,,true
4611,LOW,HIGH,LOW,2026-06-02,,true
4612,LOW,HIGH,LOW,2026-06-02,,true
4617,LOW,HIGH,LOW,2026-06-02,,true
4620,LOW,LOW,LOW,2026-06-02,,true
4622,LOW,LOW,LOW,2026-06-02,,true
4630,LOW,LOW,LOW,2026-06-02,,true
4631,LOW,LOW,LOW,2026-06-02,,true
4632,LOW,LOW,LOW,2026-06-02,,true
4634,LOW,LOW,LOW,2026-06-02,,true
4644,LOW,LOW,LOW,2026-06-02,,true
4659,LOW,LOW,LOW,2026-06-02,,true
4660,LOW,LOW,LOW,2026-06-02,,true
4662,LOW,LOW,LOW,2026-06-02,,true
4663,LOW,LOW,LOW,2026-06-02,,true
4665,LOW,LOW,LOW,2026-06-02,,true
4670,LOW,LOW,LOW,2026-06-02,,true
4671,LOW,LOW,LOW,2026-06-02,,true
4674,LOW,LOW,LOW,2026-06-02,,true
4679,LOW,LOW,LOW,2026-06-02,,true
4685,LOW,LOW,LOW,2026-06-02,,true
4695,LOW,LOW,LOW,2026-06-02,,true
4700,LOW,LOW,LOW,2026-06-02,,true
4703,LOW,LOW,LOW,2026-06-02,,true
4705,LOW,LOW,LOW,2026-06-02,,true
4710,LOW,LOW,LOW,2026-06-02,,true
4711,LOW,LOW,LOW,2026-06-02,,true
4714,LOW,LOW,LOW,2026-06-02,,true
4718,LOW,LOW,LOW,2026-06-02,,true
4720,LOW,LOW,LOW,2026-06-02,,true
4728,LOW,LOW,LOW,2026-06-02,,true
4731,LOW,LOW,LOW,2026-06-02,,true
4733,LOW,LOW,LOW,2026-06-02,,true
4734,LOW,LOW,LOW,2026-06-02,,true
4736,LOW,LOW,LOW,2026-06-02,,true
4738,LOW,LOW,LOW,2026-06-02,,true
4739,LOW,LOW,LOW,2026-06-02,,true
4741,LOW,LOW,LOW,2026-06-02,,true
4744,LOW,LOW,LOW,2026-06-02,,true
4745,LOW,LOW,LOW,2026-06-02,,true
4748,LOW,LOW,LOW,2026-06-02,,true
4751,LOW,LOW,LOW,2026-06-02,,true
4752,LOW,LOW,LOW,2026-06-02,,true
4755,LOW,LOW,LOW,2026-06-02,,true
4756,LOW,LOW,LOW,2026-06-02,,true
4758,LOW,LOW,LOW,2026-06-02,,true
4761,LOW,LOW,LOW,2026-06-02,,true
4763,LOW,LOW,LOW,2026-06-02,,true
4764,LOW,LOW,LOW,2026-06-02,,true
4776,LOW,LOW,LOW,2026-06-02,,true
4791,LOW,LOW,LOW,2026-06-02,,true
4794,LOW,LOW,LOW,2026-06-02,,true
4795,LOW,LOW,LOW,2026-06-02,,true
4799,LOW,LOW,LOW,2026-06-02,,true
4801,LOW,LOW,LOW,2026-06-02,,true
4811,LOW,LOW,LOW,2026-06-02,,true
4812,LOW,LOW,LOW,2026-06-02,,true
4820,LOW,LOW,LOW,2026-06-02,,true
4824,LOW,LOW,LOW,2026-06-02,,true
4827,LOW,LOW,LOW,2026-06-02,,true
4828,LOW,LOW,LOW,2026-06-02,,true
4831,LOW,LOW,LOW,2026-06-02,,true
4832,LOW,LOW,LOW,2026-06-02,,true
4836,LOW,LOW,LOW,2026-06-02,,true
4845,LOW,HIGH,LOW,2026-06-02,,true
4853,LOW,HIGH,LOW,2026-06-02,,true
4861,LOW,HIGH,LOW,2026-06-02,,true
4865,LOW,HIGH,LOW,2026-06-02,,true
4866,LOW,HIGH,LOW,2026-06-02,,true
4871,LOW,HIGH,LOW,2026-06-02,,true
4881,LOW,HIGH,LOW,2026-06-02,,true
4884,LOW,HIGH,LOW,2026-06-02,,true
4889,LOW,HIGH,LOW,2026-06-02,,true
4891,LOW,HIGH,LOW,2026-06-02,,true
4895,LOW,HIGH,LOW,2026-06-02,,true
4896,LOW,HIGH,LOW,2026-06-02,,true
4912,LOW,LOW,LOW,2026-06-02,,true
4917,LOW,LOW,LOW,2026-06-02,,true
4924,LOW,LOW,LOW,2026-06-02,,true
4926,LOW,LOW,LOW,2026-06-02,,true
4931,LOW,LOW,LOW,2026-06-02,,true
4936,LOW,LOW,LOW,2026-06-02,,true
4940,LOW,LOW,LOW,2026-06-02,,true
4943,LOW,LOW,LOW,2026-06-02,,true
4947,LOW,LOW,LOW,2026-06-02,,true
4953,LOW,LOW,LOW,2026-06-02,,true
4954,LOW,LOW,LOW,2026-06-02,,true
4960,LOW,LOW,LOW,2026-06-02,,true
4966,LOW,LOW,LOW,2026-06-02,,true
4968,LOW,HIGH,LOW,2026-06-02,,true
4972,LOW,HIGH,LOW,2026-06-02,,true
4974,LOW,HIGH,LOW,2026-06-02,,true
4975,LOW,HIGH,LOW,2026-06-02,,true
4981,LOW,HIGH,LOW,2026-06-02,,true
4985,LOW,HIGH,LOW,2026-06-02,,true
4988,LOW,HIGH,LOW,2026-06-02,,true
4993,LOW,HIGH,LOW,2026-06-02,,true
5001,LOW,HIGH,LOW,2026-06-02,,true
5002,LOW,HIGH,LOW,2026-06-02,,true
5006,LOW,HIGH,LOW,2026-06-02,,true
5018,LOW,HIGH,LOW,2026-06-02,,true
5019,LOW,HIGH,LOW,2026-06-02,,true
5021,LOW,HIGH,LOW,2026-06-02,,true
5022,LOW,HIGH,LOW,2026-06-02,,true
5023,LOW,HIGH,LOW,2026-06-02,,true
5024,LOW,HIGH,LOW,2026-06-02,,true
5027,LOW,LOW,LOW,2026-06-02,,true
5041,LOW,LOW,LOW,2026-06-02,,true
5047,LOW,LOW,LOW,2026-06-02,,true
5051,LOW,LOW,LOW,2026-06-02,,true
5056,LOW,LOW,LOW,2026-06-02,,true
5063,LOW,LOW,LOW,2026-06-02,,true
5064,LOW,LOW,LOW,2026-06-02,,true
5068,LOW,LOW,LOW,2026-06-02,,true
5076,LOW,LOW,LOW,2026-06-02,,true
5077,LOW,LOW,LOW,2026-06-02,,true
5079,LOW,LOW,LOW,2026-06-02,,true
5090,LOW,LOW,LOW,2026-06-02,,true
5092,LOW,LOW,LOW,2026-06-02,,true
5093,LOW,LOW,LOW,2026-06-02,,true
5094,LOW,LOW,LOW,2026-06-02,,true
5098,LOW,LOW,LOW,2026-06-02,,true
5101,LOW,LOW,LOW,2026-06-02,,true
5104,LOW,LOW,LOW,2026-06-02,,true
5108,LOW,LOW,LOW,2026-06-02,,true
5124,LOW,LOW,LOW,2026-06-02,,true
5125,LOW,LOW,LOW,2026-06-02,,true
5126,LOW,LOW,LOW,2026-06-02,,true
5129,LOW,LOW,LOW,2026-06-02,,true
5130,LOW,LOW,LOW,2026-06-02,,true
5138,LOW,LOW,LOW,2026-06-02,,true
5139,LOW,LOW,LOW,2026-06-02,,true
5140,LOW,LOW,LOW,2026-06-02,,true
5147,LOW,LOW,LOW,2026-06-02,,true
5150,LOW,LOW,LOW,2026-06-02,,true
5152,LOW,LOW,LOW,2026-06-02,,true
5155,LOW,LOW,LOW,2026-06-02,,true
5159,LOW,LOW,LOW,2026-06-02,,true
5170,LOW,HIGH,LOW,2026-06-02,,true
5171,LOW,HIGH,LOW,2026-06-02,,true
5177,LOW,HIGH,LOW,2026-06-02,,true
5178,LOW,HIGH,LOW,2026-06-02,,true
5188,LOW,HIGH,LOW,2026-06-02,,true
5195,LOW,HIGH,LOW,2026-06-02,,true
5196,LOW,HIGH,LOW,2026-06-02,,true
5201,LOW,HIGH,LOW,2026-06-02,,true
5202,LOW,HIGH,LOW,2026-06-02,,true
5205,LOW,LOW,LOW,2026-06-02,,true
5208,LOW,LOW,LOW,2026-06-02,,true
5209,LOW,LOW,LOW,2026-06-02,,true
5216,LOW,LOW,LOW,2026-06-02,,true
5217,LOW,LOW,LOW,2026-06-02,,true
5218,LOW,LOW,LOW,2026-06-02,,true
